,SN,Freq,Level,Time,Freq Offset,Level Offset
918,919,1.917 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
175,176,1.174 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
423,424,1.422 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
189,190,1.188 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
139,140,1.138 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
800,801,1.799 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
623,624,1.622 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
996,997,1.995 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
221,222,1.22 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
123,124,1.122 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
874,875,1.873 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
200,201,1.199 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
164,165,1.163 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
503,504,1.502 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
116,117,1.115 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
495,496,1.494 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
464,465,1.463 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
477,478,1.476 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
121,122,1.12 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
894,895,1.893 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
447,448,1.446 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
846,847,1.845 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
403,404,1.402 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
764,765,1.763 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
530,531,1.529 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
727,728,1.726 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
775,776,1.774 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
638,639,1.637 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
824,825,1.823 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
564,565,1.563 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
735,736,1.734 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
815,816,1.814 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
261,262,1.26 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
202,203,1.201 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
62,63,1.061 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
422,423,1.421 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
576,577,1.575 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
737,738,1.736 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
314,315,1.313 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
340,341,1.339 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
274,275,1.273 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
556,557,1.555 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
507,508,1.506 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
56,57,1.055 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
97,98,1.096 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
209,210,1.208 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
204,205,1.203 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
985,986,1.984 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
36,37,1.035 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
608,609,1.607 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
155,156,1.154 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
370,371,1.369 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
104,105,1.103 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
723,724,1.722 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
986,987,1.985 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
478,479,1.477 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
96,97,1.095 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
160,161,1.159 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
243,244,1.242 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
859,860,1.858 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
347,348,1.346 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
870,871,1.869 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
28,29,1.027 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
290,291,1.289 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
170,171,1.169 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
232,233,1.231 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
835,836,1.834 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
33,34,1.032 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
749,750,1.748 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
375,376,1.374 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
49,50,1.048 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
486,487,1.485 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
722,723,1.721 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
469,470,1.468 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
439,440,1.438 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
41,42,1.04 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
433,434,1.432 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
948,949,1.947 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
302,303,1.301 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
107,108,1.106 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
238,239,1.237 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
409,410,1.408 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
194,195,1.193 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
698,699,1.697 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
490,491,1.489 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
400,401,1.399 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
111,112,1.11 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
276,277,1.275 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
643,644,1.642 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
857,858,1.856 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
842,843,1.841 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
506,507,1.505 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
551,552,1.55 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
67,68,1.066 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
522,523,1.521 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
729,730,1.728 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
37,38,1.036 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
258,259,1.257 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
956,957,1.955 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
925,926,1.924 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
227,228,1.226 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
791,792,1.79 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
372,373,1.371 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
319,320,1.318 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
713,714,1.712 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
414,415,1.413 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
916,917,1.915 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
559,560,1.558 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
167,168,1.166 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
853,854,1.852 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
368,369,1.367 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
816,817,1.815 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
804,805,1.803 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
496,497,1.495 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
242,243,1.241 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
114,115,1.113 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
245,246,1.244 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
989,990,1.988 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
286,287,1.285 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
297,298,1.296 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
384,385,1.383 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
412,413,1.411 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
942,943,1.941 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
864,865,1.863 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
766,767,1.765 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
467,468,1.466 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
362,363,1.361 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
128,129,1.127 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
241,242,1.24 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
307,308,1.306 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
831,832,1.83 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
724,725,1.723 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
260,261,1.259 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
32,33,1.031 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
346,347,1.345 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
547,548,1.546 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
901,902,1.9 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
15,16,1.014 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
591,592,1.59 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
46,47,1.045 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
958,959,1.957 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
728,729,1.727 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
281,282,1.28 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
568,569,1.567 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
493,494,1.492 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
335,336,1.334 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
350,351,1.349 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
784,785,1.783 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
429,430,1.428 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
476,477,1.475 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
326,327,1.325 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
630,631,1.629 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
879,880,1.878 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
832,833,1.831 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
58,59,1.057 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
718,719,1.717 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
239,240,1.238 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
977,978,1.976 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
753,754,1.752 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
577,578,1.576 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
27,28,1.026 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
543,544,1.542 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
616,617,1.615 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
322,323,1.321 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
707,708,1.706 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
748,749,1.747 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
364,365,1.363 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
519,520,1.518 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
79,80,1.078 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
196,197,1.195 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
527,528,1.526 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
575,576,1.574 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
661,662,1.66 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
367,368,1.366 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
99,100,1.098 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
624,625,1.623 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
690,691,1.689 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
555,556,1.554 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
70,71,1.069 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
926,927,1.925 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
323,324,1.322 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
354,355,1.353 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
339,340,1.338 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
162,163,1.161 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
132,133,1.131 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
359,360,1.358 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
278,279,1.277 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
86,87,1.085 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
418,419,1.417 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
90,91,1.089 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
827,828,1.826 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
371,372,1.37 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
790,791,1.789 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
441,442,1.44 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
739,740,1.738 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
888,889,1.887 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
178,179,1.177 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
611,612,1.61 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
44,45,1.043 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
267,268,1.266 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
442,443,1.441 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
889,890,1.888 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
934,935,1.933 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
523,524,1.522 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
436,437,1.435 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
868,869,1.867 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
1,2,1.0 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
552,553,1.551 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
802,803,1.801 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
693,694,1.692 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
376,377,1.375 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
513,514,1.512 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
928,929,1.927 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
308,309,1.307 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
999,1000,1.998 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
233,234,1.232 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
667,668,1.666 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
197,198,1.196 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
678,679,1.677 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
895,896,1.894 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
320,321,1.319 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
992,993,1.991 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
871,872,1.87 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
599,600,1.598 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
71,72,1.07 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
675,676,1.674 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
265,266,1.264 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
794,795,1.793 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
534,535,1.533 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
657,658,1.656 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
394,395,1.393 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
151,152,1.15 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
205,206,1.204 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
444,445,1.443 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
291,292,1.29 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
60,61,1.059 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
136,137,1.135 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
122,123,1.121 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
817,818,1.816 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
257,258,1.256 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
780,781,1.779 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
854,855,1.853 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
315,316,1.314 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
131,132,1.13 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
142,143,1.141 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
566,567,1.565 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
595,596,1.594 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
663,664,1.662 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
215,216,1.214 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
945,946,1.944 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
893,894,1.892 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
509,510,1.508 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
